epoch,loss,val_loss
0,4.972230434417725,4.291666507720947
1,4.459817409515381,3.79054594039917
2,3.601797103881836,3.49395489692688
3,4.4062113761901855,3.311048746109009
4,3.6582841873168945,3.2425365447998047
5,3.638740301132202,3.0860183238983154
6,2.997788429260254,2.9581196308135986
7,3.923129081726074,2.8781497478485107
8,3.386962652206421,2.9199421405792236
9,3.3381545543670654,2.797318458557129
10,2.769941806793213,2.7383158206939697
11,3.717278480529785,2.6461751461029053
12,3.2184813022613525,2.714327335357666
13,3.164856195449829,2.6040329933166504
14,2.598653793334961,2.5415849685668945
15,3.5427308082580566,2.4639792442321777
16,3.120148181915283,2.535358428955078
17,3.0172033309936523,2.445383071899414
18,2.4523308277130127,2.387507438659668
19,3.3992106914520264,2.316890001296997
