epoch,loss,val_loss
0,4.206952095031738,4.3392534255981445
1,4.484742164611816,3.6626012325286865
2,4.209322929382324,2.8240389823913574
3,2.9684512615203857,1.8376283645629883
4,1.3476498126983643,1.2462834119796753
5,1.4069275856018066,0.8970592617988586
6,1.0538979768753052,0.5221372246742249
7,0.7177891731262207,0.5094414353370667
8,0.5683285593986511,0.47724995017051697
9,0.6528882384300232,0.4764166474342346
10,0.6447045803070068,0.4729883372783661
11,0.6023342609405518,0.3708106279373169
12,0.44298380613327026,0.3677529990673065
13,0.5963535904884338,0.4262094795703888
14,0.5404993295669556,0.4663292169570923
15,0.5349478125572205,0.3291283845901489
16,0.3999982178211212,0.316419780254364
17,0.5482701659202576,0.32506173849105835
18,0.47834813594818115,0.49929481744766235
19,0.49373316764831543,0.3146640956401825
