epoch,loss,val_loss
0,4.053398609161377,4.18480920791626
1,4.039152145385742,3.3482604026794434
2,3.4971439838409424,2.6034862995147705
3,2.790865421295166,2.0424883365631104
4,1.8755532503128052,1.8523730039596558
5,2.0210413932800293,1.6112439632415771
6,1.723347783088684,1.3735271692276
7,1.6275050640106201,1.262643814086914
8,1.5522208213806152,1.2502127885818481
9,1.4859458208084106,1.1639405488967896
10,1.2719985246658325,1.1742610931396484
11,1.439112901687622,1.093812346458435
12,1.4777413606643677,1.1083784103393555
13,1.3718302249908447,1.0382342338562012
14,1.149397373199463,1.080823302268982
15,1.3525049686431885,0.9959812164306641
16,1.3987923860549927,1.0026822090148926
17,1.2883424758911133,0.9556448459625244
18,1.0801377296447754,1.0156282186508179
19,1.292565941810608,0.9379011392593384
