eval IL,train IL 16,train IL 32,train IL 64,train IL 96
16,0.1257355958223343,0.1283208131790161,0.12597298622131348,0.12320917099714279
32,0.1243150606751442,0.12590491771697998,0.12117648124694824,0.11836312711238861
64,0.11712680011987686,0.11881911009550095,0.11174225807189941,0.10987973213195801
96,0.11112784594297409,0.1109660267829895,0.10639335960149765,0.10523052513599396
