epoch,loss,val_loss
0,4.83628511428833,5.018368721008301
1,4.902970790863037,4.1139936447143555
2,3.96303129196167,3.3276901245117188
3,3.5595719814300537,2.5760037899017334
4,2.4850711822509766,2.3545401096343994
5,2.541661262512207,2.0621657371520996
6,2.0472519397735596,1.8402365446090698
7,2.288179874420166,1.763892650604248
8,2.226952314376831,1.7729777097702026
9,2.098090648651123,1.696678638458252
10,1.7432056665420532,1.6586437225341797
11,2.1363792419433594,1.610305666923523
12,2.1449968814849854,1.6217235326766968
13,1.9695003032684326,1.5554698705673218
14,1.6171202659606934,1.5381550788879395
15,2.0252702236175537,1.480830430984497
16,2.0404226779937744,1.5017549991607666
17,1.8566147089004517,1.4325225353240967
18,1.5153194665908813,1.437105655670166
19,1.9258248805999756,1.3657790422439575
