epoch,loss,val_loss
0,0.1254650354385376,0.13271820545196533
1,0.11816771328449249,0.1296980232000351
2,0.1250843107700348,0.13054177165031433
3,0.11611118167638779,0.12758998572826385
4,0.10918629914522171,0.1253894567489624
5,0.11917491257190704,0.12672139704227448
6,0.10923789441585541,0.1217975839972496
7,0.10818924754858017,0.11884801089763641
8,0.11106453835964203,0.11737960577011108
9,0.10985895246267319,0.11552653461694717
10,0.11500681936740875,0.11288616806268692
11,0.10106521844863892,0.10958271473646164
12,0.10184027254581451,0.10615567862987518
13,0.10017167031764984,0.10287033766508102
14,0.08225139230489731,0.1072748601436615
15,0.07510872930288315,0.10788425803184509
16,0.09262014925479889,0.105535127222538
17,0.09441649913787842,0.10288500040769577
18,0.09606228768825531,0.10035683959722519
19,0.08946362137794495,0.10244762152433395
20,0.09801729023456573,0.1007479876279831
21,0.10378944128751755,0.10137320309877396
22,0.10634593665599823,0.10072670876979828
23,0.0899612158536911,0.10306922346353531
24,0.0891202837228775,0.10207332670688629
25,0.10593146830797195,0.09966672956943512
26,0.09025799483060837,0.10086386650800705
27,0.08930934220552444,0.1002616286277771
28,0.09553501009941101,0.09837281703948975
29,0.09791029244661331,0.0981738492846489
30,0.10410771518945694,0.0981375128030777
31,0.09003178775310516,0.0991831123828888
32,0.09211461246013641,0.09883040189743042
33,0.09250655025243759,0.09742416441440582
34,0.07486430555582047,0.10077008605003357
35,0.06936456263065338,0.10255751758813858
36,0.0867634266614914,0.10134248435497284
37,0.0902533009648323,0.09916424006223679
38,0.09168948233127594,0.09751631319522858
39,0.08537990599870682,0.09980858862400055
40,0.09370969980955124,0.09890252351760864
41,0.10142047703266144,0.09913714975118637
42,0.10337855666875839,0.09838622808456421
43,0.08683853596448898,0.10135837644338608
44,0.08641616255044937,0.10067005455493927
45,0.10406104475259781,0.09823863208293915
46,0.08895538002252579,0.09996017068624496
47,0.08757232129573822,0.0991503968834877
48,0.09391772001981735,0.09760631620883942
49,0.09664030373096466,0.09717707335948944
50,0.10265301913022995,0.09708259999752045
51,0.08874144405126572,0.09836146980524063
52,0.09107822179794312,0.09815321117639542
53,0.09105956554412842,0.09688505530357361
54,0.0735631063580513,0.10073212534189224
55,0.06867634505033493,0.10250740498304367
56,0.08581570535898209,0.10127024352550507
57,0.08951901644468307,0.09901796281337738
58,0.09082555025815964,0.09690612554550171
59,0.08424318581819534,0.09960050880908966
60,0.09303487092256546,0.09887801855802536
61,0.1005590409040451,0.09860123693943024
62,0.10280665010213852,0.09757222980260849
63,0.08565431833267212,0.10074414312839508
64,0.08578672260046005,0.10026472806930542
65,0.10316219180822372,0.09769827127456665
66,0.08894899487495422,0.0997435674071312
67,0.08708737045526505,0.09889139980077744
68,0.09318581968545914,0.09741207212209702
69,0.09581179916858673,0.09682150930166245
70,0.1022736206650734,0.09647342562675476
71,0.08832821249961853,0.09795062243938446
72,0.09079572558403015,0.09796060621738434
73,0.09069953113794327,0.09684991091489792
74,0.07269712537527084,0.10110770165920258
75,0.06854448467493057,0.10279488563537598
76,0.08530164510011673,0.10133937746286392
77,0.08888201415538788,0.09906688332557678
78,0.08998548239469528,0.09667368233203888
79,0.08462733030319214,0.09967289119958878
80,0.09234925359487534,0.09892301261425018
81,0.1002502515912056,0.09842411428689957
82,0.10270722955465317,0.09720148891210556
83,0.08490297943353653,0.10047149658203125
84,0.08540656417608261,0.10009695589542389
85,0.10255402326583862,0.09742913395166397
86,0.08865427225828171,0.09971325844526291
87,0.08689236640930176,0.09881362318992615
88,0.09224601835012436,0.09735947102308273
89,0.09583725780248642,0.0965806320309639
90,0.10231782495975494,0.09602466225624084
91,0.0875481590628624,0.0977136418223381
92,0.09099750220775604,0.0979614183306694
93,0.09060478210449219,0.09679602086544037
94,0.07163451611995697,0.10150089859962463
95,0.06868234276771545,0.10316433757543564
96,0.08468829095363617,0.10143163055181503
97,0.08857998996973038,0.09929576516151428
98,0.08962372690439224,0.09664811193943024
99,0.08401738852262497,0.09964990615844727
100,0.09267745912075043,0.09905899316072464
101,0.10006731748580933,0.09841495752334595
102,0.10239490121603012,0.09702444076538086
103,0.08461959660053253,0.10033192485570908
104,0.08503174036741257,0.09999289363622665
105,0.10209575295448303,0.09733207523822784
106,0.08830978721380234,0.09978801757097244
107,0.08695530146360397,0.09879915416240692
